,0,1
505,LeConte's Thrasher,[]
506,Lesser Goldfinch,"[{'images': ['https://images.unsplash.com/photo-1653609956329-83854f208bb1', 'https://images.unsplash.com/photo-1653280934651-55ca0dc70088'], 'lengthMin': '9', 'lengthMax': '11', 'name': 'Lesser Goldfinch', 'wingspanMin': '15', 'id': 501, 'wingspanMax': '20', 'sciName': 'Spinus psaltria', 'region': ['North America'], 'family': 'Fringillidae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
507,Lesser Greenlet,[]
508,Lesser Masked-Weaver,[]
509,Lesser Nighthawk,[]
510,Lesser Scaup,"[{'images': ['https://images.unsplash.com/photo-1632700601246-75a49a9ce4bc'], 'lengthMin': '39', 'lengthMax': '46', 'name': 'Lesser Scaup', 'wingspanMin': '68', 'id': 30, 'wingspanMax': '78', 'sciName': 'Aythya affinis', 'region': ['North America'], 'family': 'Anatidae', 'order': 'Anseriformes', 'status': 'Low Concern'}]"
511,Lesser Striped Swallow,[]
512,Lesser Violetear,[]
513,Lesser Whistling-Duck,[]
514,Lesser Yellowlegs,"[{'images': ['https://images.unsplash.com/photo-1656451935256-7805e1fb5c1e', 'https://images.unsplash.com/photo-1656441089770-a77d88c433cb'], 'lengthMin': '23', 'lengthMax': '27', 'name': 'Lesser Yellowlegs', 'wingspanMin': '59', 'id': 177, 'wingspanMax': '64', 'sciName': 'Tringa flavipes', 'region': ['North America'], 'family': 'Scolopacidae', 'order': 'Charadriiformes', 'status': 'Low Concern', 'recordings': [{'date': '2013-11-01', 'loc': 'Biolab Road, Canaveral National Seashore, Brevard County, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'call', 'gen': 'Tringa', 'ssp': '', 'rec': 'Paul Marvin', 'rmk': 'calling from shore', 'file': 'https://xeno-canto.org/161331/download', 'playback-used': 'no', 'uploaded': '2013-12-28', 'id': '161331', 'sp': 'flavipes', 'lat': '28.6812', 'lng': '-80.6943', 'bird-seen': 'no', 'cnt': 'United States', 'length': '0:29', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161331-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161331-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161331-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161331-full.png'}, 'alt': '0', 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/161331', 'q': 'A', 'file-name': 'XC161331-Lesser Yellowlegs -FL, Biolab Rd, Canaveral NS, Nov 01, 2013, 1106 AM.mp3', 'time': '11:06'}, {'date': '2013-11-01', 'loc': 'Biolab Road, Canaveral National Seashore, Brevard County, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'call', 'rmk': 'calling from shore', 'gen': 'Tringa', 'rec': 'Paul Marvin', 'ssp': '', 'file': 'https://xeno-canto.org/161332/download', 'uploaded': '2013-12-28', 'playback-used': 'no', 'id': '161332', 'sp': 'flavipes', 'lat': '28.6812', 'lng': '-80.6943', 'bird-seen': 'yes', 'alt': '0', 'length': '0:09', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161332-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161332-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161332-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC161332-full.png'}, 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/161332', 'q': 'A', 'file-name': 'XC161332-Lesser Yellowlegs seen -FL, Biolab Rd, Canaveral NS, Nov 01, 2013, 1121 AM.mp3', 'time': '11:21'}, {'date': '2015-08-20', 'loc': 'Marlborough (near  Green Lane), Montgomery, Pennsylvania', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rec': 'Paul Driver', 'ssp': '', 'rmk': '', 'gen': 'Tringa', 'file': 'https://xeno-canto.org/269771/download', 'playback-used': 'no', 'uploaded': '2015-08-22', 'id': '269771', 'sp': 'flavipes', 'lat': '40.349', 'lng': '-75.4336', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269771-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269771-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269771-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269771-full.png'}, 'length': '0:22', 'alt': '110', 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/269771', 'q': 'A', 'file-name': 'XC269771-LESSER YELLOWLEGS Green Lane PA 6.20pm 08202015.mp3', 'time': '18:20'}, {'date': '2015-08-20', 'loc': 'Marlborough (near  Green Lane), Montgomery, Pennsylvania', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rmk': '', 'ssp': '', 'gen': 'Tringa', 'rec': 'Paul Driver', 'file': 'https://xeno-canto.org/269772/download', 'playback-used': 'no', 'uploaded': '2015-08-22', 'id': '269772', 'sp': 'flavipes', 'lat': '40.349', 'lng': '-75.4336', 'bird-seen': 'yes', 'alt': '110', 'cnt': 'United States', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269772-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269772-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269772-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC269772-full.png'}, 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/269772', 'q': 'A', 'time': '18:50', 'file-name': 'XC269772-LESSER YELLOWLEGS Green Lane PA 6.50pm 08202015.mp3'}, {'date': '2014-04-14', 'loc': 'Viera Wetlands, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'flight call', 'ssp': '', 'gen': 'Tringa', 'rec': 'Paul Marvin', 'rmk': 'from five in flight, numerous Lesser Yellowlegs present with other shorebirds in drying-up sewage ponds', 'file': 'https://xeno-canto.org/321951/download', 'uploaded': '2016-06-16', 'playback-used': 'no', 'id': '321951', 'sp': 'flavipes', 'lat': '28.2267', 'lng': '-80.7645', 'bird-seen': 'yes', 'alt': '10', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC321951-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC321951-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC321951-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC321951-full.png'}, 'length': '0:08', 'en': 'Lesser Yellowlegs', 'also': ['Quiscalus major'], 'url': '//xeno-canto.org/321951', 'q': 'A', 'time': '08:47', 'file-name': 'XC321951-Lesser Yellowlegs five in flight -FL, Viera Wetlands, Apr 14, 2014, 0847 AM.mp3'}, {'date': '2015-06-07', 'loc': 'West of Glennallen, Route 1, Valdez-Cordova, Alaska', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-nd/4.0/', 'type': 'call, song', 'gen': 'Tringa', 'rmk': '', 'ssp': '', 'rec': 'Frank Lambert', 'file': 'https://xeno-canto.org/356449/download', 'playback-used': 'no', 'uploaded': '2017-02-22', 'id': '356449', 'sp': 'flavipes', 'lat': '62.1056', 'lng': '-145.9482', 'bird-seen': 'yes', 'length': '0:26', 'cnt': 'United States', 'alt': '600', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC356449-small.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC356449-large.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC356449-med.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC356449-full.png'}, 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/356449', 'q': 'A', 'file-name': 'XC356449-Tringa_flavipes-FL calls song Valdez-Cordova County AK 7Jun15 4.07pm LS116970a.mp3', 'time': '16:07'}, {'date': '2018-03-30', 'loc': 'River Lakes Conservation Area near Viera, Brevard Co, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rec': 'Paul Marvin', 'ssp': '', 'rmk': 'not seen vocalizing from among dozens of yellowlegs along river', 'gen': 'Tringa', 'file': 'https://xeno-canto.org/408114/download', 'playback-used': 'no', 'uploaded': '2018-03-30', 'id': '408114', 'sp': 'flavipes', 'lat': '28.229', 'lng': '-80.813', 'bird-seen': 'no', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC408114-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC408114-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC408114-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC408114-full.png'}, 'cnt': 'United States', 'length': '0:06', 'alt': '0', 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/408114', 'q': 'A', 'file-name': 'XC408114-Lesser Yellowlegs ns in flock -FL, River Lakes, March 30, 2018, 0817 AM.mp3', 'time': '08:17'}, {'date': '2018-11-29', 'loc': 'River Lakes Conservation Area near Viera, Brevard Co, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call, flight call', 'rmk': 'it called once and then took flight and called', 'gen': 'Tringa', 'rec': 'Paul Marvin', 'ssp': '', 'file': 'https://xeno-canto.org/451876/download', 'uploaded': '2019-01-16', 'playback-used': 'no', 'id': '451876', 'sp': 'flavipes', 'lat': '28.229', 'lng': '-80.813', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451876-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451876-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451876-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451876-full.png'}, 'alt': '0', 'length': '0:09', 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/451876', 'q': 'A', 'time': '09:22', 'file-name': 'XC451876-Lesser Yellowlegs called once then flt -FL, River Lakes, November 29, 2018, 0922 AM.mp3'}, {'date': '2018-11-29', 'loc': 'River Lakes Conservation Area near Viera, Brevard Co, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'flight call', 'ssp': '', 'gen': 'Tringa', 'rec': 'Paul Marvin', 'rmk': 'one in flight with a Stilt Sandpiper', 'file': 'https://xeno-canto.org/451877/download', 'playback-used': 'no', 'uploaded': '2019-01-16', 'id': '451877', 'sp': 'flavipes', 'lat': '28.229', 'lng': '-80.813', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451877-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451877-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451877-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451877-full.png'}, 'alt': '0', 'en': 'Lesser Yellowlegs', 'also': ['Calidris himantopus'], 'url': '//xeno-canto.org/451877', 'q': 'A', 'file-name': 'XC451877-Lesser Yellowlegs 1 flt with Stlt Sand -FL, River Lakes, November 29, 2018, 0932 AM.mp3', 'time': '09:32'}, {'date': '2018-11-29', 'loc': 'River Lakes Conservation Area near Viera, Brevard Co, Florida', 'birdId': 177, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'gen': 'Tringa', 'rec': 'Paul Marvin', 'rmk': 'two interacting', 'ssp': '', 'file': 'https://xeno-canto.org/451878/download', 'uploaded': '2019-01-16', 'playback-used': 'no', 'id': '451878', 'sp': 'flavipes', 'lat': '28.229', 'lng': '-80.813', 'bird-seen': 'yes', 'alt': '0', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451878-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451878-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451878-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC451878-full.png'}, 'cnt': 'United States', 'en': 'Lesser Yellowlegs', 'also': [''], 'url': '//xeno-canto.org/451878', 'q': 'A', 'time': '09:24', 'file-name': 'XC451878-Lesser Yellowlegs 2 interacting -FL, River Lakes, November 29, 2018, 0924 AM.mp3'}]}]"
515,Lesser Yellownape,[]
516,Lesson's Motmot,[]
517,Lewis's Woodpecker,[]
518,Lincoln's Sparrow,"[{'images': ['https://images.unsplash.com/photo-1630186814872-91b8636cc80f', 'https://images.unsplash.com/photo-1652101420272-bfd2311a4076'], 'lengthMin': '13', 'lengthMax': '15', 'name': ""Lincoln's Sparrow"", 'wingspanMin': '19', 'id': 542, 'wingspanMax': '22', 'sciName': 'Melospiza lincolnii', 'region': ['North America'], 'family': 'Passerellidae', 'order': 'Passeriformes', 'status': 'Low Concern', 'recordings': [{'date': '2016-06-12', 'loc': 'Trujillo Meadows CG, Conejos County, Colorado', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rmk': 'Bird singing from a wet area as it drained out of the campground.', 'rec': 'Sue Riffe', 'gen': 'Melospiza', 'ssp': '', 'file': 'https://xeno-canto.org/325116/download', 'playback-used': 'no', 'uploaded': '2016-07-02', 'id': '325116', 'sp': 'lincolnii', 'lat': '37.0433', 'lng': '-106.4516', 'bird-seen': 'yes', 'alt': '3100', 'length': '0:23', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC325116-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC325116-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC325116-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC325116-full.png'}, 'en': ""Lincoln's Sparrow"", 'also': ['Contopus cooperi', 'Zonotrichia leucophrys'], 'url': '//xeno-canto.org/325116', 'q': 'A', 'file-name': ""XC325116-Lincoln's Sparrow 6.12.16 Trujillo Meadows CG in Conejos Cty 5.12 .25_0342.mp3"", 'time': '05:12'}, {'date': '2016-06-18', 'loc': 'Logging Creek Area GNP, Flathead County, Montana', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'ssp': '', 'gen': 'Melospiza', 'rmk': '', 'rec': 'Thomas Magarian', 'file': 'https://xeno-canto.org/347798/download', 'playback-used': 'no', 'uploaded': '2016-12-25', 'id': '347798', 'sp': 'lincolnii', 'lat': '48.6979', 'lng': '-114.1914', 'bird-seen': 'yes', 'length': '0:18', 'alt': '1000', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347798-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347798-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347798-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347798-full.png'}, 'en': ""Lincoln's Sparrow"", 'also': ['Corvus corax', 'Vireo gilvus', 'Catharus ustulatus'], 'url': '//xeno-canto.org/347798', 'q': 'A', 'time': '13:19', 'file-name': 'XC347798-LISP_CORA_WAVI_2016-06-18_Logging_Creek_GNP_MT_1319.mp3'}, {'date': '2016-06-18', 'loc': 'Logging Creek Area GNP, Flathead County, Montana', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'ssp': '', 'rec': 'Thomas Magarian', 'rmk': '', 'gen': 'Melospiza', 'file': 'https://xeno-canto.org/347801/download', 'playback-used': 'no', 'uploaded': '2016-12-25', 'id': '347801', 'sp': 'lincolnii', 'lat': '48.6979', 'lng': '-114.1914', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347801-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347801-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347801-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347801-full.png'}, 'length': '0:15', 'alt': '1000', 'en': ""Lincoln's Sparrow"", 'also': ['Vireo gilvus', 'Junco hyemalis', 'Parkesia noveboracensis'], 'url': '//xeno-canto.org/347801', 'q': 'A', 'file-name': 'XC347801-LISP_WAVI_2016-06-18_Logging_Creek_GNP_MT_1324(2).mp3', 'time': '13:24'}, {'date': '2017-06-30', 'loc': 'Government Meadows, King County, Washington', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'gen': 'Melospiza', 'rmk': 'Single bird singing from a low bush in on a forested edge of the meadow.', 'rec': 'Bruce Lagerquist', 'ssp': '', 'file': 'https://xeno-canto.org/379323/download', 'playback-used': 'no', 'uploaded': '2017-07-11', 'id': '379323', 'sp': 'lincolnii', 'lat': '47.0895', 'lng': '-121.3936', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:23', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC379323-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC379323-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC379323-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC379323-full.png'}, 'alt': '1500', 'en': ""Lincoln's Sparrow"", 'also': [''], 'url': '//xeno-canto.org/379323', 'q': 'A', 'time': '08:30', 'file-name': ""XC379323-170630_01 Lincoln's Sparrow.mp3""}, {'date': '2017-05-25', 'loc': 'Government Peak Recreation Area, Matanuska-Susitna, Alaska', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rec': 'Steve Hampton', 'gen': 'Melospiza', 'rmk': '', 'ssp': '', 'file': 'https://xeno-canto.org/416051/download', 'uploaded': '2018-05-20', 'playback-used': 'no', 'id': '416051', 'sp': 'lincolnii', 'lat': '61.7024', 'lng': '-149.2761', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC416051-small.png', 'large': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC416051-large.png', 'med': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC416051-med.png', 'full': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC416051-full.png'}, 'alt': '280', 'length': '0:21', 'cnt': 'United States', 'en': ""Lincoln's Sparrow"", 'also': [''], 'url': '//xeno-canto.org/416051', 'q': 'A', 'file-name': 'XC416051-DR0000_0436.mp3', 'time': '07:30'}, {'date': '2018-11-10', 'loc': 'Dairymart Ponds, San Diego County, California', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rec': 'Paul Marvin', 'rmk': '', 'ssp': '', 'gen': 'Melospiza', 'file': 'https://xeno-canto.org/449575/download', 'playback-used': 'no', 'uploaded': '2019-01-07', 'id': '449575', 'sp': 'lincolnii', 'lat': '32.5547', 'lng': '-117.0634', 'bird-seen': 'no', 'alt': '10', 'length': '0:17', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC449575-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC449575-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC449575-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC449575-full.png'}, 'cnt': 'United States', 'en': ""Lincoln's Sparrow"", 'also': [''], 'url': '//xeno-canto.org/449575', 'q': 'A', 'time': '07:31', 'file-name': ""XC449575-Lincoln's Sparrow -CA, Dairy Mart Ponds, November 10, 2018, 0731 AM.mp3""}, {'date': '2019-05-20', 'loc': 'Pinnacles National Park, San Benito County, California', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'gen': 'Melospiza', 'rmk': '', 'ssp': '', 'rec': 'Meena Haribal', 'file': 'https://xeno-canto.org/481122/download', 'uploaded': '2019-06-14', 'playback-used': 'no', 'id': '481122', 'sp': 'lincolnii', 'lat': '36.4728', 'lng': '-121.1873', 'bird-seen': 'yes', 'alt': '480', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC481122-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC481122-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC481122-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC481122-full.png'}, 'length': '0:23', 'en': ""Lincoln's Sparrow"", 'also': ['Passerina amoena'], 'url': '//xeno-canto.org/481122', 'q': 'A', 'time': '15:00', 'file-name': 'XC481122-190520_16lisp labu_california.mp3'}, {'date': '2020-01-22', 'loc': 'Hereford, Cochise County, Arizona', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'gen': 'Melospiza', 'rmk': '', 'ssp': '', 'rec': 'Jarrod Swackhamer', 'file': 'https://xeno-canto.org/522000/download', 'uploaded': '2020-01-22', 'playback-used': 'no', 'id': '522000', 'sp': 'lincolnii', 'lat': '31.4312', 'lng': '-110.2366', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/WUKEUEONAI/ffts/XC522000-small.png', 'large': '//xeno-canto.org/sounds/uploaded/WUKEUEONAI/ffts/XC522000-large.png', 'med': '//xeno-canto.org/sounds/uploaded/WUKEUEONAI/ffts/XC522000-med.png', 'full': '//xeno-canto.org/sounds/uploaded/WUKEUEONAI/ffts/XC522000-full.png'}, 'alt': '1500', 'cnt': 'United States', 'length': '0:19', 'en': ""Lincoln's Sparrow"", 'also': [''], 'url': '//xeno-canto.org/522000', 'q': 'A', 'time': '11:30', 'file-name': 'XC522000-LISP_012220_1130am_herf.mp3'}, {'date': '2020-03-26', 'loc': 'Proctor Valley Rd, San Diego County, California', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rmk': 'buzz and ""chup"" call', 'rec': 'Paul Marvin', 'ssp': '', 'gen': 'Melospiza', 'file': 'https://xeno-canto.org/539278/download', 'playback-used': 'no', 'uploaded': '2020-03-28', 'id': '539278', 'sp': 'lincolnii', 'lat': '32.6675', 'lng': '-116.9268', 'bird-seen': 'no', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC539278-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC539278-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC539278-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC539278-full.png'}, 'cnt': 'United States', 'length': '0:10', 'alt': '170', 'en': ""Lincoln's Sparrow"", 'also': [''], 'url': '//xeno-canto.org/539278', 'q': 'A', 'time': '07:33', 'file-name': ""XC539278-Lincoln's Sparrow ns -CA, Protor Valley Rd, Mar 26, 2020, 0733 AM.mp3""}, {'date': '2020-09-30', 'loc': 'San Bernardino National Wildlife Refuge, Cochise County, Arizona', 'birdId': 542, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'rmk': 'calling from a meter up in shrubbery along the edge of a pond; wintering or migrating bird;', 'ssp': '', 'gen': 'Melospiza', 'rec': 'Richard E. Webster', 'file': 'https://xeno-canto.org/677441/download', 'playback-used': 'no', 'uploaded': '2021-09-29', 'id': '677441', 'sp': 'lincolnii', 'lat': '31.34', 'lng': '-109.273', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:17', 'alt': '1100', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC677441-small.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC677441-large.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC677441-med.png', 'full': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC677441-full.png'}, 'en': ""Lincoln's Sparrow"", 'also': ['Melanerpes uropygialis', 'Thryomanes bewickii'], 'url': '//xeno-canto.org/677441', 'q': 'A', 'time': '07:59', 'file-name': ""XC677441-SPARROW_Lincoln's_c SBNWR 1100m 093020 0759.mp3""}]}]"
519,Lineated Woodpecker,[]
520,Little Bee-eater,[]
521,Little Egret,[]
522,Little Grebe,[]
523,Little Ringed Plover,[]
524,Little Spiderhunter,[]
525,Little Swift,[]
526,Little Tinamou,[]
527,Little Weaver,[]
528,Loggerhead Shrike,"[{'images': ['https://images.unsplash.com/photo-1598387137290-392fbf388f1d'], 'lengthMin': '20', 'lengthMax': '23', 'name': 'Loggerhead Shrike', 'wingspanMin': '28', 'id': 393, 'wingspanMax': '32', 'sciName': 'Lanius ludovicianus', 'region': ['North America'], 'family': 'Laniidae', 'order': 'Passeriformes', 'status': 'Common Bird in Steep Decline'}]"
